Trade #,Trade Type,Opening Date,Open Price,Closing Date,Closing Price,Stop loss?,Profit,Tolerance,Realised volatility
46,Short,2025-02-11 15:55:00+00:00,6091.5,2025-02-12 01:30:01+00:00,6091.25,No,50.0,20,5.56078450063562
47,Long,2025-02-12 01:30:01+00:00,6091.25,2025-02-12 13:35:00+00:00,6037.25,Yes,-10800.0,20,5.664971856087919
48,Short,2025-02-12 18:20:02+00:00,6076.25,2025-02-13 07:25:02+00:00,6083.0,No,-1350.0,20,5.949236987845407
49,Long,2025-02-13 07:25:02+00:00,6083.0,2025-02-13 08:30:00+00:00,6061.75,Yes,-4250.0,20,6.595331487946412
50,Short,2025-02-13 16:10:03+00:00,6110.75,2025-02-13 20:10:00+00:00,6131.0,Yes,-4050.0,20,10.315951496339185
51,Long,2025-02-14 06:05:08+00:00,6140.5,2025-02-14 06:05:08+00:00,6137.5,No,-600.0,20,6.56158092535822
52,Short,2025-02-14 15:35:00+00:00,6137.5,2025-02-17 08:30:00+00:00,6139.0,No,-300.0,20,4.501376672478644
53,Long,2025-02-17 08:30:00+00:00,6139.0,2025-02-17 08:30:00+00:00,6153.25,No,2850.0,20,2.6253329270588317
54,Short,2025-02-18 06:55:00+00:00,6153.25,2025-02-18 11:30:00+00:00,6153.25,No,0.0,20,2.8127579246812444
55,Long,2025-02-18 11:30:00+00:00,6153.25,2025-02-18 15:05:00+00:00,6132.5,Yes,-4150.0,20,6.593870079214821
56,Short,2025-02-18 23:50:12+00:00,6148.25,2025-02-19 05:30:12+00:00,6152.5,No,-850.0,20,1.9461303086449568
57,Long,2025-02-19 05:30:12+00:00,6152.5,2025-02-19 13:40:00+00:00,6132.25,Yes,-4050.0,20,6.036816027409667
58,Short,2025-02-19 17:05:00+00:00,6152.25,2025-02-20 00:55:03+00:00,6155.25,No,-600.0,20,5.185454647951838
59,Long,2025-02-20 00:55:03+00:00,6155.25,2025-02-20 00:55:03+00:00,6152.25,No,-600.0,20,3.0186780511261326
60,Short,2025-02-20 10:00:00+00:00,6152.25,2025-02-20 14:45:03+00:00,6138.25,No,2800.0,20,3.5674009893074534
61,Long,2025-02-20 14:45:03+00:00,6138.25,2025-02-20 15:00:00+00:00,6116.75,Yes,-4300.0,20,10.004165798972613
62,Short,2025-02-20 20:55:00+00:00,6135.5,2025-02-21 04:00:00+00:00,6133.25,No,450.0,20,1.7949192197849737
63,Long,2025-02-21 04:00:00+00:00,6133.25,2025-02-21 15:05:00+00:00,6111.75,Yes,-4300.0,20,4.944636891227162
64,Short,2025-02-24 00:45:02+00:00,6054.25,2025-02-24 08:15:02+00:00,6046.5,No,1550.0,20,3.771902330523848
65,Long,2025-02-24 08:15:02+00:00,6046.5,2025-02-24 14:55:00+00:00,6025.75,Yes,-4150.0,20,6.969846333413127
66,Short,2025-02-24 20:05:00+00:00,6024.0,2025-02-24 23:50:01+00:00,5999.75,No,4850.0,20,8.879619884149745
67,Long,2025-02-24 23:50:01+00:00,5999.75,2025-02-24 23:50:01+00:00,6011.5,No,2350.0,20,3.916241473519166
68,Short,2025-02-25 03:55:07+00:00,6011.5,2025-02-25 07:30:00+00:00,5991.25,No,4050.0,20,4.372224637813049
69,Long,2025-02-25 07:30:00+00:00,5991.25,2025-02-25 07:30:00+00:00,6000.25,No,1800.0,20,7.720249798059934
70,Short,2025-02-25 14:10:00+00:00,6000.25,2025-02-25 16:45:00+00:00,5939.25,No,12200.0,20,24.777594384196018
71,Long,2025-02-25 16:45:00+00:00,5939.25,2025-02-25 16:45:00+00:00,5992.75,No,10700.0,20,10.186441654798575
72,Short,2025-02-26 06:20:06+00:00,5992.75,2025-02-26 13:55:00+00:00,5993.0,No,-50.0,20,3.474323662013214
73,Long,2025-02-26 13:55:00+00:00,5993.0,2025-02-26 18:30:00+00:00,5966.5,Yes,-5300.0,20,14.340377560281617
74,Short,2025-02-27 05:55:00+00:00,5990.75,2025-02-27 12:10:00+00:00,6011.0,Yes,-4050.0,20,5.7704128512338
75,Long,2025-02-27 13:50:00+00:00,5988.0,2025-02-27 14:55:00+00:00,5964.5,Yes,-4700.0,20,9.839788034883098
76,Short,2025-02-28 05:50:06+00:00,5881.75,2025-02-28 13:45:00+00:00,5893.25,No,-2300.0,20,6.908876376687738
77,Long,2025-02-28 13:45:00+00:00,5893.25,2025-02-28 14:35:00+00:00,5858.25,Yes,-7000.0,20,9.594150680113758
78,Short,2025-02-28 22:01:04+00:00,5958.0,2025-03-02 23:10:00+00:00,5983.0,Yes,-5000.0,20,5.303300858899107
79,Long,2025-03-03 03:30:00+00:00,5960.25,2025-03-03 16:40:00+00:00,5939.75,Yes,-4100.0,20,12.186534098215308
80,Short,2025-03-04 19:05:00+00:00,5837.0,2025-03-04 20:20:00+00:00,5861.5,Yes,-4900.0,20,7.800574230999493
81,Long,2025-03-05 12:30:00+00:00,5806.5,2025-03-05 13:45:00+00:00,5786.5,Yes,-4000.0,20,8.93528527337917
82,Short,2025-03-05 19:05:00+00:00,5844.25,2025-03-05 20:10:00+00:00,5867.25,Yes,-4600.0,20,6.637933156744394
83,Long,2025-03-06 01:20:00+00:00,5842.0,2025-03-06 08:15:00+00:00,5818.25,Yes,-4750.0,20,5.986008140618629
84,Short,2025-03-07 01:55:04+00:00,5768.0,2025-03-07 05:25:00+00:00,5760.25,No,1550.0,20,3.0669373681209686
85,Long,2025-03-07 05:25:00+00:00,5760.25,2025-03-07 14:00:00+00:00,5734.5,Yes,-5150.0,20,6.844609147633527
86,Short,2025-03-07 19:50:00+00:00,5766.5,2025-03-09 23:55:01+00:00,5733.0,No,6700.0,20,20.651594789433062
87,Long,2025-03-09 23:55:01+00:00,5733.0,2025-03-09 23:55:01+00:00,5754.25,No,4250.0,20,7.765860132908402
88,Short,2025-03-10 04:35:00+00:00,5754.25,2025-03-10 08:25:00+00:00,5729.75,No,4900.0,20,5.8421902058628765
89,Long,2025-03-10 08:25:00+00:00,5729.75,2025-03-10 08:55:00+00:00,5708.75,Yes,-4200.0,20,8.521855655285638
90,Short,2025-03-10 22:50:01+00:00,5619.0,2025-03-11 08:15:00+00:00,5640.25,Yes,-4250.0,20,20.29506314211606
91,Long,2025-03-12 14:45:00+00:00,5579.25,2025-03-12 15:10:00+00:00,5558.75,Yes,-4100.0,20,10.616908683793037
92,Short,2025-03-13 10:00:02+00:00,5604.5,2025-03-14 06:30:00+00:00,5559.5,No,9000.0,20,21.99336408889426
