date,close,contract_month
2025-04-07 00:00:00+00:00,4874.75,202506
2025-04-07 00:05:00+00:00,4898.0,202506
2025-04-07 00:10:00+00:00,4891.5,202506
2025-04-07 00:15:00+00:00,4912.25,202506
2025-04-07 00:20:00+00:00,4910.25,202506
2025-04-07 00:25:00+00:00,4924.5,202506
2025-04-07 00:30:00+00:00,4923.0,202506
2025-04-07 00:35:00+00:00,4931.75,202506
2025-04-07 00:40:00+00:00,4920.0,202506
2025-04-07 00:45:00+00:00,4914.5,202506
2025-04-07 00:50:00+00:00,4923.0,202506
2025-04-07 00:55:00+00:00,4934.0,202506
2025-04-07 01:00:00+00:00,4933.5,202506
2025-04-07 01:05:00+00:00,4940.0,202506
2025-04-07 01:10:00+00:00,4956.0,202506
2025-04-07 01:15:00+00:00,4958.0,202506
2025-04-07 01:20:00+00:00,4974.5,202506
2025-04-07 01:25:00+00:00,4968.5,202506
2025-04-07 01:30:00+00:00,4961.5,202506
2025-04-07 01:35:00+00:00,4951.75,202506
2025-04-07 01:40:00+00:00,4949.5,202506
2025-04-07 01:45:00+00:00,4972.5,202506
2025-04-07 01:50:00+00:00,4989.75,202506
2025-04-07 01:55:00+00:00,4987.75,202506
2025-04-07 02:00:00+00:00,4988.0,202506
2025-04-07 02:05:00+00:00,4980.25,202506
2025-04-07 02:10:00+00:00,4983.5,202506
2025-04-07 02:15:00+00:00,4984.25,202506
2025-04-07 02:20:00+00:00,4966.0,202506
2025-04-07 02:25:00+00:00,4971.75,202506
2025-04-07 02:30:00+00:00,4979.25,202506
2025-04-07 02:35:00+00:00,4954.0,202506
2025-04-07 02:40:00+00:00,4960.5,202506
2025-04-07 02:45:00+00:00,4972.75,202506
2025-04-07 02:50:00+00:00,4963.25,202506
2025-04-07 02:55:00+00:00,4964.5,202506
2025-04-07 03:00:00+00:00,4960.25,202506
2025-04-07 03:05:00+00:00,4958.75,202506
2025-04-07 03:10:00+00:00,4946.75,202506
2025-04-07 03:15:00+00:00,4948.75,202506
2025-04-07 03:20:00+00:00,4941.5,202506
2025-04-07 03:25:00+00:00,4947.0,202506
2025-04-07 03:30:00+00:00,4929.5,202506
2025-04-07 03:35:00+00:00,4927.0,202506
2025-04-07 03:40:00+00:00,4934.5,202506
2025-04-07 03:45:00+00:00,4927.5,202506
2025-04-07 03:50:00+00:00,4936.75,202506
2025-04-07 03:55:00+00:00,4935.0,202506
2025-04-07 04:00:00+00:00,4946.75,202506
2025-04-07 04:05:00+00:00,4941.25,202506
2025-04-07 04:10:00+00:00,4934.25,202506
2025-04-07 04:15:00+00:00,4930.75,202506
2025-04-07 04:20:00+00:00,4929.0,202506
2025-04-07 04:25:00+00:00,4919.25,202506
2025-04-07 04:30:00+00:00,4920.75,202506
2025-04-07 04:35:00+00:00,4914.0,202506
2025-04-07 04:40:00+00:00,4907.75,202506
2025-04-07 04:45:00+00:00,4917.5,202506
2025-04-07 04:50:00+00:00,4926.5,202506
2025-04-07 04:55:00+00:00,4926.75,202506
2025-04-07 05:00:00+00:00,4927.75,202506
2025-04-07 05:05:00+00:00,4939.75,202506
2025-04-07 05:10:00+00:00,4943.25,202506
2025-04-07 05:15:00+00:00,4959.75,202506
2025-04-07 05:20:00+00:00,4946.75,202506
2025-04-07 05:25:00+00:00,4936.75,202506
2025-04-07 05:30:00+00:00,4928.25,202506
2025-04-07 05:35:00+00:00,4931.5,202506
2025-04-07 05:40:00+00:00,4926.25,202506
2025-04-07 05:45:00+00:00,4919.25,202506
2025-04-07 05:50:00+00:00,4917.25,202506
2025-04-07 05:55:00+00:00,4926.75,202506
2025-04-07 06:00:00+00:00,4941.0,202506
2025-04-07 06:05:00+00:00,4926.5,202506
2025-04-07 06:10:00+00:00,4926.25,202506
2025-04-07 06:15:00+00:00,4917.25,202506
2025-04-07 06:20:00+00:00,4916.75,202506
2025-04-07 06:25:00+00:00,4896.5,202506
2025-04-07 06:30:00+00:00,4898.0,202506
2025-04-07 06:35:00+00:00,4890.0,202506
2025-04-07 06:40:00+00:00,4872.0,202506
2025-04-07 06:45:00+00:00,4858.75,202506
2025-04-07 06:50:00+00:00,4857.5,202506
2025-04-07 06:55:00+00:00,4863.0,202506
2025-04-07 07:00:00+00:00,4860.25,202506
