date,close,RSI 14 Day
2023-12-18 00:00:00,4772.5,
2023-12-18 00:05:00,4772.5,
2023-12-18 00:10:00,4771.5,
2023-12-18 00:15:00,4771.75,
2023-12-18 00:20:00,4769.75,
2023-12-18 00:25:00,4770.0,
2023-12-18 00:30:00,4771.25,
2023-12-18 00:35:00,4772.25,
2023-12-18 00:40:00,4772.25,
2023-12-18 00:45:00,4772.5,
2023-12-18 00:50:00,4773.0,
2023-12-18 00:55:00,4774.25,
2023-12-18 01:00:00,4775.5,
2023-12-18 01:05:00,4776.75,70.73170731707317
2023-12-18 01:10:00,4776.75,70.73170731707317
2023-12-18 01:15:00,4776.25,67.44186046511628
2023-12-18 01:20:00,4777.75,77.77777777777777
2023-12-18 01:25:00,4777.75,77.27272727272727
2023-12-18 01:30:00,4777.0,87.17948717948718
2023-12-18 01:35:00,4778.0,88.09523809523809
2023-12-18 01:40:00,4776.5,74.4186046511628
2023-12-18 01:45:00,4776.0,68.29268292682927
2023-12-18 01:50:00,4776.0,68.29268292682927
2023-12-18 01:55:00,4776.5,69.04761904761905
2023-12-18 02:00:00,4776.75,68.29268292682927
2023-12-18 02:05:00,4775.25,54.76190476190476
2023-12-18 02:10:00,4776.5,54.76190476190476
2023-12-18 02:15:00,4776.75,50.0
2023-12-18 02:20:00,4776.25,47.5
2023-12-18 02:25:00,4776.75,52.5
2023-12-18 02:30:00,4777.75,50.0
2023-12-18 02:35:00,4776.5,44.18604651162791
2023-12-18 02:40:00,4776.5,47.5
2023-12-18 02:45:00,4776.25,40.54054054054053
2023-12-18 02:50:00,4775.75,45.45454545454545
2023-12-18 02:55:00,4776.0,50.0
2023-12-18 03:00:00,4775.75,48.484848484848484
2023-12-18 03:05:00,4775.75,45.16129032258065
2023-12-18 03:10:00,4777.0,51.42857142857143
2023-12-18 03:15:00,4777.0,62.06896551724138
2023-12-18 03:20:00,4776.5,50.0
2023-12-18 03:25:00,4777.0,51.85185185185185
2023-12-18 03:30:00,4777.5,59.25925925925926
2023-12-18 03:35:00,4777.5,55.99999999999999
2023-12-18 03:40:00,4777.0,43.47826086956522
2023-12-18 03:45:00,4777.5,60.0
2023-12-18 03:50:00,4777.5,60.0
2023-12-18 03:55:00,4777.25,60.0
2023-12-18 04:00:00,4776.75,60.0
2023-12-18 04:05:00,4776.75,57.89473684210526
2023-12-18 04:10:00,4776.75,61.11111111111111
2023-12-18 04:15:00,4777.5,66.66666666666666
2023-12-18 04:20:00,4778.0,61.11111111111111
2023-12-18 04:25:00,4777.25,52.38095238095237
2023-12-18 04:30:00,4777.0,55.0
